id,title,company,location,salary_min,salary_max,salary_mid,query,month
5656139610,Data Scientist,Targeted Talent,"Edmonton, Edmonton region",,,,data scientist,2026-03
5656135750,Data Scientist,Targeted Talent,"North Vancouver, Greater Vancouver",,,,data scientist,2026-03
5656140226,Data Scientist,Targeted Talent,"Vancouver, Greater Vancouver",,,,data scientist,2026-03
5656137327,Data Scientist,Targeted Talent,"Saskatoon, Saskatchewan",,,,data scientist,2026-03
5656136775,Data Scientist,Targeted Talent,"Winnipeg, Winnipeg region",,,,data scientist,2026-03
5657364524,Data Scientist,Targeted Talent,"Québec, Canada",,,,data scientist,2026-03
5656128711,Data Scientist,Targeted Talent,"Halifax, Halifax region",,,,data scientist,2026-03
5656136912,Data Scientist,Targeted Talent,"Calgary, Calgary region",,,,data scientist,2026-03
5670373878,Business Intelligence Analyst,Zurich Na,"Toronto, Ontario",,,,business intelligence analyst,2026-03
5674641295,Business Intelligence Analyst,Hsb Canada,"Toronto, Ontario",,,,business intelligence analyst,2026-03
5671227035,Business Intelligence Analyst,Zurich Insurance,"Toronto, Ontario",,,,business intelligence analyst,2026-03
5537090621,Business Intelligence (Bi) Analyst,Fusemachines,"Toronto, Ontario",,,,business intelligence analyst,2025-12
5674478427,"Analyst, Business Intelligence",Environics Analytics,"Church and Wellesley, City of Toronto",65000.0,85000.0,75000.0,business intelligence analyst,2026-03
5366500807,Analyst – Business Intelligence & Data Analytics,Sapling Financial Consultants,"North York, Toronto",,,,business intelligence analyst,2025-08
5580883826,Sr. Compensation Analyst,Corpay,"Toronto, Ontario",,,,business intelligence analyst,2026-01
5586555372,Senior Fp&A Analyst,Corpay,"Toronto, Ontario",,,,business intelligence analyst,2026-01
5673860196,Senior Business Intelligence Analyst,Td Bank,"Markham, York region",,,,business intelligence analyst,2026-03
5645940714,Senior Business Intelligence Analyst,Maritime Ontario Freightworks,"Brampton, Peel region",,,,business intelligence analyst,2026-02
5646552691,"Flight Centre - Business Intelligence Analyst / Developer Ii - Toronto, Canada",Flight Centre,"Ontario, Canada",80000.0,85000.0,82500.0,business intelligence analyst,2026-02
5646574529,"Flight Centre - Business Intelligence Analyst / Developer Ii - Toronto, Canada",Flight Centre,"Ontario, Canada",80000.0,85000.0,82500.0,business intelligence analyst,2026-02
5656605181,"Analyst, Business Intelligence",Fct,"Ontario, Canada",,,,business intelligence analyst,2026-03
5015603186,25-010 Senior Data Developer,Morson,"Pickering, Durham region",166400.0,197600.0,182000.0,business intelligence analyst,2025-01
5433767051,25-167 Data Engineer,Morson,"Oshawa, Durham region",124800.0,187200.0,156000.0,business intelligence analyst,2025-10
5262970041,25-108 Senior Data Engineer,Morson,"Pickering, Durham region",145600.0,187200.0,166400.0,business intelligence analyst,2025-06
5595821797,25-199 - Data Engineer,Morson,"Oshawa, Durham region",191360.0,208000.0,199680.0,business intelligence analyst,2026-01
5646546954,Bi Developer Analyst (Maternity Coverage),Flynn Group Of Companies,"Mississauga, Peel region",62400.0,87360.0,74880.0,business intelligence analyst,2026-02
5649004816,Business Intelligence Analyst,Manulife,Canada,,,,business intelligence analyst,2026-02
5653101389,Business Intelligence Analyst,Secure,"Calgary, Calgary region",,,,business intelligence analyst,2026-03
5661252967,Senior Business Intelligence Analyst,Blackline Safety,Canada,,,,business intelligence analyst,2026-03
5591531716,Senior Business Intelligence Analyst,Themis Solutions,"Vancouver, Greater Vancouver",118000.0,118000.0,118000.0,business intelligence analyst,2026-01
5584548372,Product & Business Intelligence Analyst,Aylo Careers,"Montréal, Québec",,,,business intelligence analyst,2026-01
5620790212,Senior Business Intelligence Analyst,Movable Ink,Canada,,,,business intelligence analyst,2026-02
5668893848,Senior Business Intelligence Analyst,Td,Canada,,,,business intelligence analyst,2026-03
5673550402,Senior Business Intelligence Analyst,Td,Canada,,,,business intelligence analyst,2026-03
5626509137,Business Intelligence Analyst - West Region,Mckesson,"Edmonton, Edmonton region",77600.0,129400.0,103500.0,business intelligence analyst,2026-02
5665756250,"Business Intelligence Analyst, Supply Chain",Irving Business Services,"Saint John region, New Brunswick",,,,business intelligence analyst,2026-03
5665668159,"Business Intelligence Analyst, Supply Chain",J.D. Irving,"Saint John, Saint John region",,,,business intelligence analyst,2026-03
5672340163,Senior Financial Planning & Business Intelligence Analyst,Hillberg & Berk Careers,"Greater Vancouver, British Columbia",90000.0,110000.0,100000.0,business intelligence analyst,2026-03
5603648859,Analyste En Intelligence D'Affaires / Business Intelligence Analyst,Mckesson,"Bas-Saint-Laurent, Québec",70600.0,117600.0,94100.0,business intelligence analyst,2026-01
5465030106,"Analyst, Business Intelligence",Viral Nation,Canada,65000.0,85000.0,75000.0,business intelligence analyst,2025-10
5516284685,Business Intelligence & Strategy – Senior Analyst,Sophos,Canada,103000.0,173000.0,138000.0,business intelligence analyst,2025-11
5653165931,Permanent - Business Intelligence (Bi) Analyst - Microsoft Fabric Specialist (Id682),M3C Recrutement Inc.,"Anjou, Montréal",,,,business intelligence analyst,2026-03
5663954952,"Sr. Analyst, Business Intelligence",Canadian Imperial Bank Of Commerce,Canada,,,,business intelligence analyst,2026-03
5668868661,Financial Analyst – Business Intelligence,Calvert Home Mortgage,"Highfield, Calgary",65000.0,80000.0,72500.0,business intelligence analyst,2026-03
5345240247,It Contract Opportunities | Various Roles,Merak Systems Corporation,Canada,,,,business intelligence analyst,2025-08
5665628581,Analyste Senior En Intelligence D’Affaires / Senior Bi & Analytics Analyst,Mckesson,"Bas-Saint-Laurent, Québec",85400.0,142400.0,113900.0,business intelligence analyst,2026-03
5606452569,Operational Excellence Manager- Business Intelligence And Technology,Mda Space Canada,"Baie-d'Urfé, Montréal",,,,business intelligence analyst,2026-01
5505451263,"Principal Product Manager, Data & Platforms",Viral Nation,Canada,,,,business intelligence analyst,2025-11
5600302053,"Agile Team Lead, Analytics & Business Intelligence",Alberta Motor Association,Canada,,,,business intelligence analyst,2026-01
5662796156,Data Analyst (18-Month Contract),Flipp,Canada,76000.0,80000.0,78000.0,business intelligence analyst,2026-03
5664167002,Business Insights Analyst Ii,Td,Canada,,,,business intelligence analyst,2026-03
5664166909,Manager Gi Journey,Td,Canada,,,,business intelligence analyst,2026-03
5654246360,Business Insights Analyst Ii - Dai,Td,Canada,,,,business intelligence analyst,2026-03
5647634201,Senior Analytics Developer,Maxa Ai,"Anjou, Montréal",,,,business intelligence analyst,2026-02
5673558891,Urgent Data Analyst/Specialist Position,Magna International,"Greater Vancouver, British Columbia",,,,business intelligence analyst,2026-03
4870495656,Candidature Spontanée / Spontaneous Application,Maestro Technologies,"Varennes, Lajemmerais",,,,business intelligence analyst,2024-09
5572087368,Senior Marketing Analyst,Monks,Canada,100000.0,120000.0,110000.0,business intelligence analyst,2026-01
5606106640,Machine Learning Engineer,Astra North Infoteck Inc.,"Toronto, Ontario",10000.0,,10000.0,machine learning engineer,2026-01
5548764319,Machine Learning Engineer,Thrive Career Wellness Platform,"Toronto, Ontario",130000.0,150000.0,140000.0,machine learning engineer,2025-12
4801466889,Machine Learning Engineer,Quincus,"Toronto, Ontario",,,,machine learning engineer,2024-07
5329710314,Machine Learning Engineer,Toparo,"Toronto, Ontario",,,,machine learning engineer,2025-07
5675512658,Machine Learning Engineer,Workday,"Toronto, Ontario",128000.0,192000.0,160000.0,machine learning engineer,2026-03
5662096291,Machine Learning Engineer,"Scribd, Inc.","Toronto, Ontario",,,,machine learning engineer,2026-03
5366010192,Machine Learning Engineer,Td Bank,"Toronto, Ontario",,,,machine learning engineer,2025-08
5646625406,Machine Learning Engineer,Td,"Toronto, Ontario",,,,machine learning engineer,2026-02
5509398509,Machine Learning Engineer,Architech Solutions,"Grange Park, City of Toronto",145600.0,176800.0,161200.0,machine learning engineer,2025-11
5648806116,Principal Machine Learning Engineer,Wiser Solutions,"Toronto, Ontario",,,,machine learning engineer,2026-02
5647225098,Staff Machine Learning Engineer,Wiser Solutions,"Toronto, Ontario",,,,machine learning engineer,2026-02
5636064487,Machine Learning Engineer (Canada),Tiger Analytics Inc.,"Toronto, Ontario",,,,machine learning engineer,2026-02
5628633935,Senior Machine Learning Engineer,Wisedocs Ai,"Grange Park, City of Toronto",,,,machine learning engineer,2026-02
5288019614,Sr. Machine Learning Engineer,Theapplabb,"Central Bay Street, City of Toronto",,,,machine learning engineer,2025-07
5649699594,Sr. Machine Learning Engineer,Theapplabb,"Toronto, Ontario",,,,machine learning engineer,2026-03
5662779714,"Machine Learning Engineer, Growth",Hellofresh,"Toronto, Ontario",125000.0,155000.0,140000.0,machine learning engineer,2026-03
5593548102,"Machine Learning Engineer, Recommendations",Lyft,"Toronto, Ontario",,,,machine learning engineer,2026-01
5645945178,Machine Learning Engineer (Canada),Tiger Analytics Inc.,"Toronto, Ontario",,,,machine learning engineer,2026-02
5261754942,Machine Learning Engineer - Enterprise,Boson Ai,"Toronto, Ontario",,,,machine learning engineer,2025-06
5655406976,Staff Machine Learning Engineer,Tubi,"Toronto, Ontario",,,,machine learning engineer,2026-03
5651101516,Staff Machine Learning Engineer,Wiser Solutions,"Toronto, Ontario",,,,machine learning engineer,2026-03
5651102290,Principal Machine Learning Engineer,Wiser Solutions,"Toronto, Ontario",,,,machine learning engineer,2026-03
5653436269,Ai / Machine Learning Engineer,Thri5 Inc.,"Toronto, Ontario",,,,machine learning engineer,2026-03
5616848772,Senior Machine Learning Engineer,Red Hat,"Toronto, Ontario",,,,machine learning engineer,2026-02
5668458566,Senior Machine Learning Engineer,Wisedocs Ai,"Toronto, Ontario",,,,machine learning engineer,2026-03
5652843240,Sr. Machine Learning Engineer,Bmo,"Toronto, Ontario",,,,machine learning engineer,2026-03
5601291509,Machine Learning Engineer / Data Scientist,Fusemachines,"Toronto, Ontario",,,,machine learning engineer,2026-01
5607853095,"Machine Learning Engineer, Agentic Ai",Loblaw Companies,"Toronto, Ontario",0.0,154.0,77.0,machine learning engineer,2026-01
5508328175,"Senior Machine Learning Engineer, Mapping",Lyft,"Toronto, Ontario",,,,machine learning engineer,2025-11
5619463319,Lead Machine Learning Engineer - Search & Recommendations,Upwork,"Toronto, Ontario",,,,machine learning engineer,2026-02
5549492661,Senior Machine Learning Engineer - Artificial Intelligence,Bloomberg,"Toronto, Ontario",,,,machine learning engineer,2025-12
5659282530,Sr. Machine Learning Engineer (Perception And Tracking),Ouster,"Toronto, Ontario",,,,machine learning engineer,2026-03
5653275771,"Machine Learning Engineering Manager, Model Delivery",Autodesk,"Toronto, Ontario",,,,machine learning engineer,2026-03
5671059189,"Staff Machine Learning Engineer, Mts 2",Ebay,"Toronto, Ontario",,,,machine learning engineer,2026-03
5583493295,"Senior Principal Machine Learning Engineer, Foundational Models",Autodesk,"Toronto, Ontario",,,,machine learning engineer,2026-01
5610652276,Senior Applied Machine Learning Engineer - Search & Recommendations,Upwork,"Toronto, Ontario",,,,machine learning engineer,2026-02
5548649644,"Senior Lead Machine Learning Engineer, Agentic Ai",Upwork,"Toronto, Ontario",,,,machine learning engineer,2025-12
5616003519,"Senior Lead Machine Learning Engineer, Agentic Ai",Upwork,"Toronto, Ontario",,,,machine learning engineer,2026-02
5404679071,"Staff Machine Learning Engineer, Generative Ai (Auth0)",Okta,"Toronto, Ontario",160000.0,240000.0,200000.0,machine learning engineer,2025-09
5655988538,"Ingnieur En Machine Learning/Machine Learning Engineer, Proserve Shared Delivery Team - Data & Ai",Amazon,"Toronto, Ontario",,,,machine learning engineer,2026-03
5639252455,Senior Machine Learning Qa Engineer,Autodesk,"Toronto, Ontario",,,,machine learning engineer,2026-02
5656682936,Senior Staff Machine Learning Platform Engineer,Faire,"Toronto, Ontario",228000.0,313500.0,270750.0,machine learning engineer,2026-03
5470758785,Staff Machine Learning Software Engineer - Agentic Ai,Loblaw Companies,"Toronto, Ontario",145000.0,195000.0,170000.0,machine learning engineer,2025-10
5636409899,"Software Engineer, Machine Learning Co-Op",Bree,"Toronto, Ontario",,,,machine learning engineer,2026-02
5571998978,Sr. Ai Engineer,Theapplabb,"Central Bay Street, City of Toronto",,,,machine learning engineer,2026-01
5649677127,Sr. Ai Engineer,Theapplabb,"Toronto, Ontario",,,,machine learning engineer,2026-03
5426367621,Senior Ml Engineer,Hirevouch,"Toronto, Ontario",,,,machine learning engineer,2025-10
5669323515,Ml Engineer - Generative Ai & Llms (Remote),Ample Insight Inc.,"Toronto, Ontario",,,,machine learning engineer,2026-03
5656139439,Senior Ai/Ml Engineer,Pragmatike,"Toronto, Ontario",,,,machine learning engineer,2026-03
5552108945,Machine Learning Engineer,Fullscript,"Ottawa, Ottawa region",,,,machine learning engineer,2025-12
5669433312,Freelance Machine Learning Engineer,Mindrift,"Ontario, Canada",,,,machine learning engineer,2026-03
5585567312,"Senior Machine Learning Engineer, Vllm",Red Hat,"Ontario, Canada",,,,machine learning engineer,2026-01
5583493294,"Senior Principal Machine Learning Engineer, Foundational Models",Autodesk,"Ontario, Canada",,,,machine learning engineer,2026-01
5649067193,Machine Learning Ip Verification Engineer,Qualcomm,"Markham, York region",,,,machine learning engineer,2026-02
5641801080,Machine Learning Engineer,Your Personal Ai,Canada,,,,machine learning engineer,2026-02
5298024867,Machine Learning Engineer,Viridien,"Calgary, Calgary region",,,,machine learning engineer,2025-07
4801395357,Machine Learning Engineer,Kogniz,"Montréal, Québec",,,,machine learning engineer,2024-07
5669970475,Machine Learning Engineer,Workday,"Greater Vancouver, British Columbia",,,,machine learning engineer,2026-03
5576198112,Machine Learning Engineer,Rad Intel,Canada,100000.0,140000.0,120000.0,machine learning engineer,2026-01
5659289646,Machine Learning Engineer,Cd Projekt Red,"Vancouver, Greater Vancouver",,,,machine learning engineer,2026-03
5655407305,Machine Learning Engineer,Als,"Greater Vancouver, British Columbia",,,,machine learning engineer,2026-03
5673405474,Machine Learning Engineer,Red Hat,Canada,,,,machine learning engineer,2026-03
5644166718,Machine Learning Engineer,Td,Canada,,,,machine learning engineer,2026-02
5617771341,Machine Learning Engineer,Greenhouse,Canada,120000.0,180000.0,150000.0,machine learning engineer,2026-02
5431053711,Machine Learning Engineer,Sanctuary Ai,"Greater Vancouver, British Columbia",,,,machine learning engineer,2025-10
5633551898,Machine Learning Engineer,Als Global,"Montréal, Québec",100000.0,120000.0,110000.0,machine learning engineer,2026-02
5658034635,Machine Learning Engineer,Als,"North Vancouver, Greater Vancouver",,,,machine learning engineer,2026-03
5638554330,Machine Learning Engineer,Helm.Ai,Canada,150000.0,250000.0,200000.0,machine learning engineer,2026-02
5636064480,Machine Learning Engineer (Canada),Two95 International Inc.,"Montréal, Québec",,,,machine learning engineer,2026-02
5669433310,Freelance Machine Learning Engineer,Mindrift,"British Columbia, Canada",,,,machine learning engineer,2026-03
5669433316,Freelance Machine Learning Engineer,Mindrift,"Manitoba, Canada",,,,machine learning engineer,2026-03
5669433317,Freelance Machine Learning Engineer,Mindrift,"Québec, Canada",,,,machine learning engineer,2026-03
5669433311,Freelance Machine Learning Engineer,Mindrift,Canada,,,,machine learning engineer,2026-03
5660704983,Senior Machine Learning Engineer,Datatonic,"Montréal, Québec",125000.0,170000.0,147500.0,machine learning engineer,2026-03
5626512043,Senior Machine Learning Engineer,Keebo,Canada,,,,machine learning engineer,2026-02
5329721872,Senior Machine Learning Engineer,Starboard Recruitment,"Vancouver, Greater Vancouver",,,,machine learning engineer,2025-07
5640272960,Intermediate Machine Learning Engineer,Aviva Employment Services,Canada,90000.0,115000.0,102500.0,machine learning engineer,2026-02
5326539775,Lead Machine Learning Engineer,Datatonic,"Montréal, Québec",175000.0,200000.0,187500.0,machine learning engineer,2025-07
5551076509,Senior Machine Learning Engineer,Aviva Employment Services,Canada,110000.0,145000.0,127500.0,machine learning engineer,2025-12
5658746851,Senior Machine Learning Engineer,Just Eat,Canada,,,,machine learning engineer,2026-03
5576178276,Senior Machine Learning Engineer,Equisoft,Canada,,,,machine learning engineer,2026-01
5616024727,Machine Learning Engineer - Evisort,Workday,"Greater Vancouver, British Columbia",128000.0,192000.0,160000.0,machine learning engineer,2026-02
